id|score|comment|bookId
292|4|posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis|914
293|2|amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus|901
294|5|eget congue eget semper rutrum nulla nunc purus phasellus in felis donec|172
295|4|quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse|993
296|2|porta volutpat quam pede lobortis ligula sit amet eleifend pede|324
297|4|dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat|862
298|4|justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus|362
299|3|pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis|293
300|1|eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis|758
301|5|ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel|462
302|3|in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna|781
303|4|vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla|542
304|2|aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa|633
305|3|in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis|314
306|2|libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed|145
307|5|sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris|411
308|4|id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue|444
309|3|aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis|834
310|4|in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin|360
311|1|sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus|492
312|3|praesent blandit nam nulla integer pede justo lacinia eget tincidunt|235
313|2|nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id|224
314|4|sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia|849
315|3|metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget|156
316|2|aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci|822
317|3|curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et|282
318|1|vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis|507
319|4|felis ut at dolor quis odio consequat varius integer ac leo|631
320|4|nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris|852
321|3|sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam|613
322|3|convallis morbi odio odio elementum eu interdum eu tincidunt in|269
323|1|id consequat in consequat ut nulla sed accumsan felis ut|850
324|4|quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec|507
325|2|primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur|988
326|1|vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus|110
327|4|vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit|86
328|1|nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla|315
329|3|eget tincidunt eget tempus vel pede morbi porttitor lorem id|440
330|4|vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque|463
331|3|luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus|749
332|1|vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra|687
333|4|maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien|717
334|5|mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi|346
335|4|id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate|563
336|1|semper rutrum nulla nunc purus phasellus in felis donec semper sapien a|320
337|2|turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus|80
338|5|vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget|888
339|1|consequat nulla nisl nunc nisl duis bibendum felis sed interdum|851
340|4|libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit|798
341|5|consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla|179
342|2|sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae|460
343|4|vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo|529
344|5|at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi|336
345|2|tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in|250
346|2|sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel|548
347|3|est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum|795
348|5|duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse|349
349|4|diam vitae quam suspendisse potenti nullam porttitor lacus at turpis|820
350|4|erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate|129
351|2|justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus|39
352|3|ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam|73
353|1|ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris|301
354|2|potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris|399
355|5|lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet|958
356|5|iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales|997
357|5|nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus|863
358|5|libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu|467
359|4|mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor|947
360|2|mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus|114
361|5|montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus|732
362|5|primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices|321
363|3|orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse|892
364|1|mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel|930
365|4|sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium|35
366|3|volutpat in congue etiam justo etiam pretium iaculis justo in hac|158
367|2|platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia|8
368|4|elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien|560
369|1|id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi|644
370|3|tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet|228
371|5|vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit|486
372|4|maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi|697
373|3|lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a|117
374|5|lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet|686
375|3|vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus|460
376|5|elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo|957
377|4|iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae|690
378|2|dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non|507
379|1|lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet|147
380|3|natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum|90
381|3|semper rutrum nulla nunc purus phasellus in felis donec semper sapien|844
382|3|non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis|336
383|3|integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in|940
384|1|felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices|527
385|3|etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna|25
386|1|pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla|493
387|3|amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce|843
388|5|augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet|316
389|2|hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque|317
390|2|vel lectus in quam fringilla rhoncus mauris enim leo rhoncus|760
391|1|amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam|540
392|5|phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean|250
393|3|duis consequat dui nec nisi volutpat eleifend donec ut dolor|844
394|5|sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem|994
395|3|in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat|972
396|3|odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat|515
397|1|sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc|359
398|5|vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus|297
399|5|lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent|705
400|1|in congue etiam justo etiam pretium iaculis justo in hac habitasse platea|404
401|2|augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam|979
402|3|mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui|112
403|5|quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante|29
404|5|in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis|272
405|5|eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est|653
406|5|nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper|136
407|3|ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue|692
408|4|lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in|145
409|5|aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate|637
410|2|nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus|402
411|2|orci luctus et ultrices posuere cubilia curae donec pharetra magna|290
412|1|pharetra magna ac consequat metus sapien ut nunc vestibulum ante|585
413|2|in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis|449
414|5|morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus|336
415|5|condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse|131
416|3|nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis|844
417|3|curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin|125
418|5|aenean lectus pellentesque eget nunc donec quis orci eget orci|496
419|5|magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi|121
420|1|maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum|916
421|4|consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim|643
422|1|ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae|606
423|5|sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut|778
424|3|integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis|81
425|3|praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante|17
426|2|tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac|394
427|1|magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum|667
428|5|velit vivamus vel nulla eget eros elementum pellentesque quisque porta|347
429|1|rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui|642
430|3|rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas|779
431|4|at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum|802
432|3|in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id|129
433|2|sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae|267
434|3|at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in|37
435|5|justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut|835
436|2|suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum|971
437|2|suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst|319
438|3|sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae|967
439|3|vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis|244
440|1|dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum|423
441|4|id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel|534
442|3|ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit|695
443|2|imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat|475
444|5|tincidunt eu felis fusce posuere felis sed lacus morbi sem|770
445|5|vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis|963
446|3|vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra|908
447|3|ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula|31
448|5|arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum|913
449|1|curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum|529
450|1|vel enim sit amet nunc viverra dapibus nulla suscipit ligula in|9
451|5|montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem|431
452|4|sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue|281
453|5|justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin|891
454|3|luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est|3
455|1|pede malesuada in imperdiet et commodo vulputate justo in blandit|119
456|3|pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit|251
457|3|feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam|505
458|4|consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi|929
459|1|sapien sapien non mi integer ac neque duis bibendum morbi non quam|453
460|5|potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi|560
461|4|proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis|949
462|4|nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum|280
463|5|consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna|20
464|2|morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem|601
465|4|nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo|967
466|1|cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis|452
467|3|erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut|197
468|3|vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur|649
469|5|ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse|217
470|4|dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae|166
471|1|nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in|22
472|3|vel sem sed sagittis nam congue risus semper porta volutpat|255
473|4|ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam|820
474|1|eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus|204
475|5|augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id|18
476|2|justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est|372
477|5|nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non|476
478|2|odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus|987
479|4|ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor|162
480|5|in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum|128
481|4|amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante|502
482|5|sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed|843
483|2|rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis|434
484|5|justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem|985
485|1|lectus vestibulum quam sapien varius ut blandit non interdum in|289
486|4|vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum|929
487|3|condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit|249
488|1|erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis|234
489|2|vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer|133
490|4|maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio|323
491|3|turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc|376
492|5|porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non|823
493|1|nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat|203
494|4|vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit|975
495|3|quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis|417
496|3|interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est|384
497|1|nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo|659
498|1|cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin|708
499|2|sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet|923
500|2|commodo placerat praesent blandit nam nulla integer pede justo lacinia|104
501|3|rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio|763
502|2|quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum|224
503|5|quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam|35
504|2|nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti|355
505|2|sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis|259
506|1|consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices|196
507|5|vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit|697
508|5|dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel|900
509|1|nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed|105
510|5|eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse|342
511|4|neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit|768
512|1|dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien|436
513|3|mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi|838
514|3|dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti|903
515|1|leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis|435
516|1|proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis|190
517|1|aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque|509
518|1|quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus|46
519|2|in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst|197
520|2|integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo|914
521|3|vitae nisi nam ultrices libero non mattis pulvinar nulla pede|769
522|2|arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula|219
523|5|in faucibus orci luctus et ultrices posuere cubilia curae donec|78
524|2|venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium|762
525|5|mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt|897
526|1|montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque|643
527|3|ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor|287
528|2|dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante|761
529|2|quis lectus suspendisse potenti in eleifend quam a odio in|467
530|1|volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus|935
531|2|faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam|673
532|1|eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor|513
533|4|vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices|88
534|1|justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo|168
535|3|sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel|257
536|4|donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend|841
537|2|id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris|939
538|5|primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat|793
539|1|nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti|106
540|3|praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel|181
541|5|sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu|961
542|1|donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum|187
543|3|pede libero quis orci nullam molestie nibh in lectus pellentesque at|352
544|3|justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate|316
545|5|consequat lectus in est risus auctor sed tristique in tempus sit amet|540
546|2|nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices|576
547|2|massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu|275
548|5|blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla|693
549|5|sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper|702
550|5|at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis|161
551|4|ut blandit non interdum in ante vestibulum ante ipsum primis|258
552|2|aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus|6
553|5|bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec|417
554|5|proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing|806
555|3|at velit eu est congue elementum in hac habitasse platea dictumst morbi|649
556|1|quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus|20
557|2|mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac|966
558|4|mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec|516
559|2|nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque|420
560|3|platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut|914
561|1|libero quis orci nullam molestie nibh in lectus pellentesque at nulla|10
562|3|dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum|859
563|4|praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor|136
564|4|id turpis integer aliquet massa id lobortis convallis tortor risus dapibus|681
565|5|sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus|44
566|3|vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in|240
567|4|mauris enim leo rhoncus sed vestibulum sit amet cursus id|452
568|1|tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis|498
569|4|posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis|577
570|1|placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit|199
571|4|quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus|68
572|4|interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus|118
573|4|nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur|920
574|4|duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat|885
575|2|semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel|664
576|2|condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum|191
577|3|nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate|888
578|4|pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis|606
579|2|porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam|932
580|1|et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat|531
581|1|tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus|205
